id,title,department,location,required_skills,preferred_skills,education,experience_required,responsibilities,employment_type,company_name,industry,salary_range,job_posted_date,application_deadline,work_mode
8185,Full Stack Engineer,Frontend Team,"Mahendranagar, Province No. 1, Nepal","['aws', 'docker', 'go', 'monolithic apps', 'react', 'redis', 'ruby on rails', 'scaling', 'security best practices', 'spring boot', 'svelte']","['react', 'ruby on rails', 'redis']",bachelor of computer applications,7,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Data Analytics,"NPR 873,829–1,451,411",2025-08-07,2025-08-27,Hybrid
8186,Software Engineer,Mobile Apps,"Chitwan, Lumbini Province, Nepal","['ci/cd', 'firebase', 'gcp', 'integration testing', 'nuxt.js', 'rust', 'spring boot', 'tdd']","['nuxt.js', 'firebase', 'rust']",bachelor of computer applications,6,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,Mobile Development,"NPR 1,233,682–1,962,634",2025-08-02,2025-09-01,WFH
8187,Software Engineer,Development,"Dharan, Lumbini Province, Nepal","['aws', 'cockroachdb', 'express.js', 'fastapi', 'github actions', 'graphql apis', 'nuxt.js', 'performance tuning', 'rust', 'scala', 'scaling']","['cockroachdb', 'rust', 'aws']",bachelor of engineering in computer engineering,8,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Data Analytics,"NPR 901,066–1,683,458",2025-08-10,2025-08-29,Onsite
8188,Mobile Developer,Data Science,"Dharan, Sudurpashchim Province, Nepal","['aws', 'flask', 'gcp', 'integration testing', 'java', 'next.js', 'performance tuning', 'php', 'scaling', 'sqlite', 'tailwind css']","['gcp', 'next.js', 'java']",bachelor of computer applications,1,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,IT Consulting,"NPR 1,261,952–2,041,942",2025-08-08,2025-08-30,Onsite
8189,QA Engineer,Mobile Apps,"Chitwan, Lumbini Province, Nepal","['digitalocean', 'javascript', 'laravel', 'microservices', 'monolithic apps', 'postgresql', 'rest apis', 'svelte']","['laravel', 'digitalocean', 'svelte']",bim,6,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Data Analytics,"NPR 1,357,522–1,891,493",2025-08-07,2025-08-30,WFH
8190,Engineering Manager,Backend Team,"Gorkha, Gandaki Province, Nepal","['aws', 'go', 'graphql apis', 'grpc', 'node.js', 'postgresql', 'python', 'scaling', 'svelte', 'tdd', 'terraform', 'typescript']","['aws', 'grpc', 'python']",self-taught,4,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Data Analytics,"NPR 922,771–1,694,205",2025-08-08,2025-08-26,WFH
8191,DevOps Engineer,Frontend Team,"Butwal, Bagmati Province, Nepal","['ci/cd', 'django', 'gcp', 'graphql apis', 'mongodb', 'nuxt.js', 'ruby', 'tdd']","['django', 'mongodb', 'gcp']",master of business administration (technology),0,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Web Development,"NPR 1,399,814–2,134,132",2025-08-08,2025-08-28,Onsite
8192,DevOps Engineer,Development,"Hetauda, Province No. 1, Nepal","['ansible', 'ci/cd', 'express.js', 'firebase', 'java', 'jenkins', 'mongodb', 'rest apis', 'security best practices', 'sqlite', 'vue']","['vue', 'jenkins', 'java']",master of technology,3,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,Mobile Development,"NPR 1,222,030–1,998,977",2025-08-07,2025-09-05,Hybrid
8193,Full Stack Engineer,Data Science,"Jumla, Karnali Province, Nepal","['digitalocean', 'fastapi', 'gcp', 'go', 'microservices', 'mysql', 'php', 'rest apis', 'scaling', 'sqlite', 'vue']","['vue', 'gcp', 'digitalocean']",bachelor of computer applications,0,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Software Services,"NPR 978,580–1,327,156",2025-08-04,2025-08-29,WFH
8194,Engineering Manager,Frontend Team,"Bhimdatta, Province No. 1, Nepal","['angular', 'digitalocean', 'java', 'microservices', 'nuxt.js', 'scaling', 'spring boot', 'sqlite', 'unit testing']","['sqlite', 'spring boot', 'digitalocean']",bachelor of science in computer science,0,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Software Services,"NPR 944,269–1,665,576",2025-08-09,2025-09-03,Onsite
8195,Full Stack Engineer,Mobile Apps,"Chitwan, Sudurpashchim Province, Nepal","['angular', 'aws', 'graphql apis', 'microservices', 'node.js', 'php', 'postgresql', 'react native', 'security best practices', 'sqlite']","['node.js', 'sqlite', 'postgresql']",self-taught,0,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Web Development,"NPR 1,342,290–1,709,988",2025-08-06,2025-08-28,WFH
8196,Product Engineer,Development,"Chitwan, Bagmati Province, Nepal","['angular', 'ci/cd', 'docker', 'express.js', 'gcp', 'javascript', 'monolithic apps', 'rust', 'scaling', 'sqlite', 'svelte', 'swift']","['svelte', 'express.js', 'rust']",bim,8,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,IT Consulting,"NPR 1,272,797–1,606,649",2025-08-01,2025-08-23,Hybrid
8197,Software Engineer,Development,"Butwal, Lumbini Province, Nepal","['aws', 'ci/cd', 'laravel', 'mongodb', 'performance tuning', 'python', 'tailwind css', 'unit testing', 'vue']","['laravel', 'mongodb', 'aws']",diploma in it,7,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Mobile Development,"NPR 1,464,042–2,154,625",2025-08-04,2025-08-25,Onsite
8198,Software Engineer,Development,"Dhangadhi, Lumbini Province, Nepal","['azure', 'flask', 'integration testing', 'microservices', 'python', 'scaling', 'sqlite', 'svelte']","['python', 'sqlite', 'azure']",master of technology,0,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,IT Consulting,"NPR 1,047,308–1,459,487",2025-08-08,2025-08-30,Onsite
8199,Product Engineer,Mobile Apps,"Bara, Gandaki Province, Nepal","['ci/cd', 'heroku', 'javascript', 'microservices', 'mysql', 'node.js', 'python', 'rest apis', 'svelte', 'tdd']","['node.js', 'ci/cd', 'svelte']",bachelor of computer applications,2,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,IT Consulting,"NPR 986,730–1,554,825",2025-08-09,2025-08-24,WFH
8200,Full Stack Engineer,Frontend Team,"Biratnagar, Province No. 1, Nepal","['c#', 'cockroachdb', 'digitalocean', 'github actions', 'go', 'microservices', 'monolithic apps', 'performance tuning', 'react', 'sqlite']","['cockroachdb', 'github actions', 'digitalocean']",master of business administration (technology),1,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Web Development,"NPR 1,170,900–1,928,346",2025-08-08,2025-08-29,Onsite
8201,Engineering Manager,Frontend Team,"Dhangadhi, Sudurpashchim Province, Nepal","['angular', 'azure', 'ionic', 'postgresql', 'python', 'ruby on rails', 'scaling', 'security best practices', 'tdd']","['angular', 'ruby on rails', 'ionic']",master of science in it,0,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Data Analytics,"NPR 931,506–1,721,950",2025-08-02,2025-08-29,Onsite
8202,QA Engineer,Data Science,"Bara, Province No. 1, Nepal","['cockroachdb', 'firebase', 'go', 'monolithic apps', 'react', 'scaling', 'spring boot', 'tdd']","['firebase', 'go', 'cockroachdb']",bachelor of engineering in computer engineering,9,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Software Services,"NPR 810,430–1,456,312",2025-08-08,2025-08-27,Onsite
8203,Software Engineer,Frontend Team,"Janakpur, Karnali Province, Nepal","['ci/cd', 'digitalocean', 'gcp', 'monolithic apps', 'next.js', 'php', 'redis', 'ruby on rails', 'tdd']","['gcp', 'next.js', 'php']",master of business administration (technology),2,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Data Analytics,"NPR 892,174–1,690,568",2025-08-01,2025-08-24,WFH
8204,Data Scientist,Data Science,"Lalitpur, Lumbini Province, Nepal","['c#', 'firebase', 'gcp', 'microservices', 'nuxt.js', 'redis', 'rest apis', 'spring boot', 'tdd', 'vue']","['c#', 'firebase', 'gcp']",bachelor of engineering in computer engineering,1,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Mobile Development,"NPR 1,490,543–1,701,615",2025-08-07,2025-08-24,Hybrid
8205,Mobile Developer,Data Science,"Mahendranagar, Karnali Province, Nepal","['c#', 'express.js', 'gcp', 'microservices', 'monolithic apps', 'mysql', 'next.js', 'security best practices']","['mysql', 'c#', 'express.js']",master of technology,2,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,Data Analytics,"NPR 837,583–1,518,165",2025-08-03,2025-08-26,Hybrid
8206,QA Engineer,Mobile Apps,"Nepalgunj, Gandaki Province, Nepal","['digitalocean', 'dynamodb', 'flask', 'graphql', 'laravel', 'monolithic apps', 'nuxt.js', 'rust', 'scaling', 'security best practices', 'typescript']","['typescript', 'digitalocean', 'nuxt.js']",master of science in it,2,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Web Development,"NPR 1,413,092–2,130,227",2025-08-03,2025-08-20,Hybrid
8207,Engineering Manager,Mobile Apps,"Bhaktapur, Sudurpashchim Province, Nepal","['azure', 'django', 'dynamodb', 'express.js', 'firebase', 'integration testing', 'next.js', 'react', 'scaling', 'security best practices', 'typescript', 'vue']","['azure', 'firebase', 'typescript']",self-taught,14,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Mobile Development,"NPR 880,561–1,437,298",2025-08-05,2025-08-30,WFH
8208,Backend Engineer,Data Science,"Bhimdatta, Karnali Province, Nepal","['ci/cd', 'firebase', 'go', 'heroku', 'monolithic apps', 'nuxt.js', 'scaling', 'svelte']","['svelte', 'nuxt.js', 'go']",self-taught,12,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Web Development,"NPR 1,057,240–1,636,332",2025-08-02,2025-08-29,Hybrid
8209,DevOps Engineer,Data Science,"Bara, Madhesh Province, Nepal","['aws', 'dynamodb', 'graphql apis', 'kubernetes', 'laravel', 'microservices', 'monolithic apps', 'svelte', 'typescript']","['typescript', 'svelte', 'dynamodb']",bim,5,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Web Development,"NPR 1,285,331–1,638,843",2025-08-01,2025-08-31,Hybrid
8210,QA Engineer,Data Science,"Chitwan, Madhesh Province, Nepal","['c#', 'ci/cd', 'cockroachdb', 'digitalocean', 'django', 'microservices', 'next.js', 'rest apis', 'ruby', 'scala', 'swift']","['django', 'next.js', 'cockroachdb']",master of technology,7,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Web Development,"NPR 1,434,269–2,069,244",2025-08-04,2025-08-29,Hybrid
8211,DevOps Engineer,Backend Team,"Biratnagar, Lumbini Province, Nepal","['digitalocean', 'docker', 'express.js', 'heroku', 'monolithic apps', 'react', 'rest apis', 'scala', 'spring boot', 'sqlite', 'tdd']","['heroku', 'spring boot', 'sqlite']",bachelor of computer applications,14,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Data Analytics,"NPR 1,214,114–1,824,236",2025-08-09,2025-09-07,Hybrid
8212,QA Engineer,Development,"Pokhara, Sudurpashchim Province, Nepal","['azure', 'ci/cd', 'fastapi', 'firebase', 'integration testing', 'nuxt.js', 'rust', 'unit testing']","['fastapi', 'azure', 'rust']",bachelor of computer applications,6,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Web Development,"NPR 1,272,818–1,778,864",2025-08-01,2025-08-24,WFH
8213,DevOps Engineer,Mobile Apps,"Bhaktapur, Gandaki Province, Nepal","['go', 'heroku', 'microservices', 'node.js', 'performance tuning', 'postgresql', 'security best practices', 'svelte', 'terraform']","['node.js', 'svelte', 'terraform']",diploma in it,3,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Data Analytics,"NPR 1,022,215–1,719,227",2025-08-04,2025-09-01,Hybrid
8214,Product Engineer,Development,"Lalitpur, Bagmati Province, Nepal","['bootstrap', 'fastapi', 'gcp', 'mongodb', 'monolithic apps', 'react', 'scaling', 'security best practices', 'typescript']","['typescript', 'fastapi', 'bootstrap']",master of technology,8,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Mobile Development,"NPR 834,706–1,259,225",2025-08-08,2025-08-29,Onsite
8215,Data Engineer,Data Science,"Hetauda, Gandaki Province, Nepal","['digitalocean', 'fastapi', 'integration testing', 'java', 'mongodb', 'monolithic apps', 'python', 'scaling', 'svelte']","['fastapi', 'digitalocean', 'python']",master of science in it,8,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Software Services,"NPR 1,228,041–1,494,417",2025-08-05,2025-08-29,WFH
8216,QA Engineer,Data Science,"Ilam, Karnali Province, Nepal","['bootstrap', 'docker', 'firebase', 'integration testing', 'mongodb', 'next.js', 'redux', 'rest apis', 'ruby on rails', 'typescript', 'unit testing']","['redux', 'mongodb', 'typescript']",master of science in it,7,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Mobile Development,"NPR 845,794–1,478,664",2025-08-09,2025-08-25,Onsite
8217,Full Stack Engineer,Data Science,"Bara, Lumbini Province, Nepal","['aws', 'azure', 'digitalocean', 'dynamodb', 'graphql apis', 'kubernetes', 'laravel', 'microservices', 'performance tuning', 'postgresql', 'ruby', 'vue']","['postgresql', 'vue', 'laravel']",self-taught,1,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,IT Consulting,"NPR 1,476,486–2,187,666",2025-08-08,2025-09-07,Hybrid
8218,Mobile Developer,Development,"Bhaktapur, Province No. 1, Nepal","['.net core', 'aws', 'azure', 'django', 'graphql apis', 'integration testing', 'java', 'microservices', 'mongodb', 'mysql', 'next.js']","['java', 'django', '.net core']",bachelor of engineering in computer engineering,4,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Mobile Development,"NPR 1,233,526–1,890,417",2025-08-01,2025-08-28,Hybrid
8219,Engineering Manager,Data Science,"Gorkha, Karnali Province, Nepal","['c#', 'digitalocean', 'firebase', 'flask', 'integration testing', 'ionic', 'react', 'ruby on rails', 'scaling', 'security best practices']","['react', 'ruby on rails', 'c#']",diploma in it,11,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Software Services,"NPR 1,057,924–1,824,590",2025-08-07,2025-09-03,Hybrid
8220,Product Engineer,Frontend Team,"Dharan, Madhesh Province, Nepal","['firebase', 'go', 'monolithic apps', 'postgresql', 'ruby on rails', 'svelte', 'tdd', 'unit testing']","['svelte', 'firebase', 'ruby on rails']",bachelor of science in computer science,13,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Mobile Development,"NPR 920,223–1,282,546",2025-08-06,2025-08-31,WFH
8221,Full Stack Engineer,Mobile Apps,"Dhangadhi, Province No. 1, Nepal","['digitalocean', 'integration testing', 'java', 'laravel', 'performance tuning', 'react', 'redis', 'unit testing']","['digitalocean', 'redis', 'java']",diploma in it,0,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,IT Consulting,"NPR 871,787–1,641,076",2025-08-09,2025-09-01,Onsite
8222,Data Scientist,Mobile Apps,"Hetauda, Sudurpashchim Province, Nepal","['.net core', 'angular', 'flutter', 'graphql apis', 'heroku', 'performance tuning', 'react', 'redis', 'scala', 'swift', 'unit testing']","['flutter', 'heroku', 'react']",diploma in it,9,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Software Services,"NPR 1,292,372–2,037,534",2025-08-10,2025-08-26,Onsite
8223,QA Engineer,Frontend Team,"Bhaktapur, Province No. 1, Nepal","['cockroachdb', 'express.js', 'gcp', 'go', 'monolithic apps', 'php', 'react', 'scaling', 'svelte', 'unit testing']","['svelte', 'php', 'gcp']",master of technology,14,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,IT Consulting,"NPR 958,105–1,730,983",2025-08-09,2025-08-30,Onsite
8224,QA Engineer,Backend Team,"Lalitpur, Madhesh Province, Nepal","['azure', 'elasticsearch', 'express.js', 'graphql apis', 'heroku', 'javascript', 'nuxt.js', 'rest apis', 'sqlite', 'tdd']","['sqlite', 'express.js', 'nuxt.js']",master of technology,0,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Software Services,"NPR 1,216,173–1,559,362",2025-08-06,2025-09-03,WFH
8225,Backend Engineer,Backend Team,"Janakpur, Lumbini Province, Nepal","['aws', 'cockroachdb', 'digitalocean', 'docker', 'monolithic apps', 'node.js', 'performance tuning', 'sqlite', 'svelte', 'typescript', 'unit testing']","['cockroachdb', 'docker', 'typescript']",diploma in it,4,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Software Services,"NPR 1,383,680–1,712,659",2025-08-02,2025-08-25,WFH
8226,Engineering Manager,Mobile Apps,"Gorkha, Province No. 1, Nepal","['ansible', 'azure', 'express.js', 'firebase', 'graphql apis', 'next.js', 'performance tuning', 'rust', 'typescript', 'unit testing']","['rust', 'ansible', 'express.js']",master of science in it,10,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Web Development,"NPR 1,392,729–2,080,191",2025-08-08,2025-09-06,Hybrid
8227,Mobile Developer,Development,"Chitwan, Sudurpashchim Province, Nepal","['aws', 'fastapi', 'gcp', 'integration testing', 'monolithic apps', 'mysql', 'rabbitmq', 'rust', 'svelte', 'swift', 'tailwind css', 'unit testing']","['gcp', 'mysql', 'rabbitmq']",bim,6,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Mobile Development,"NPR 1,258,748–1,764,722",2025-08-04,2025-09-03,Onsite
8228,Frontend Engineer,Mobile Apps,"Chitwan, Gandaki Province, Nepal","['dynamodb', 'graphql apis', 'heroku', 'node.js', 'nuxt.js', 'performance tuning', 'scala', 'tdd']","['nuxt.js', 'node.js', 'scala']",master of technology,6,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,Mobile Development,"NPR 982,655–1,682,798",2025-08-03,2025-08-30,Hybrid
8229,Data Scientist,Development,"Pokhara, Province No. 1, Nepal","['angular', 'digitalocean', 'fastapi', 'heroku', 'microservices', 'mongodb', 'mysql', 'rust', 'tdd', 'unit testing']","['mongodb', 'angular', 'mysql']",master of business administration (technology),9,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Data Analytics,"NPR 1,481,798–1,992,051",2025-08-08,2025-08-26,Hybrid
8230,Mobile Developer,Development,"Janakpur, Lumbini Province, Nepal","['c#', 'fastapi', 'flutter', 'heroku', 'monolithic apps', 'mysql', 'nuxt.js', 'python', 'ruby', 'scaling', 'security best practices', 'svelte']","['heroku', 'c#', 'flutter']",bim,6,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Mobile Development,"NPR 1,083,894–1,342,462",2025-08-05,2025-08-29,Onsite
8231,QA Engineer,Data Science,"Bara, Lumbini Province, Nepal","['ci/cd', 'django', 'dynamodb', 'firebase', 'flask', 'monolithic apps', 'next.js', 'rest apis', 'scala']","['django', 'scala', 'flask']",bachelor of computer applications,10,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Mobile Development,"NPR 805,962–1,211,900",2025-08-08,2025-08-27,Onsite
8232,Data Engineer,Mobile Apps,"Jumla, Bagmati Province, Nepal","['.net core', 'ci/cd', 'firebase', 'mongodb', 'prisma', 'rust', 'scaling', 'security best practices', 'vue']","['prisma', '.net core', 'vue']",master of technology,0,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Data Analytics,"NPR 920,735–1,570,606",2025-08-09,2025-09-02,Onsite
8233,DevOps Engineer,Data Science,"Hetauda, Gandaki Province, Nepal","['angular', 'digitalocean', 'fastapi', 'graphql', 'microservices', 'mongodb', 'node.js', 'rest apis', 'ruby', 'unit testing']","['digitalocean', 'ruby', 'fastapi']",diploma in it,10,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Mobile Development,"NPR 1,321,591–1,899,269",2025-08-04,2025-09-03,Onsite
8234,Data Scientist,Development,"Dang, Sudurpashchim Province, Nepal","['.net core', 'angular', 'cockroachdb', 'gcp', 'javascript', 'microservices', 'react', 'security best practices', 'tdd']","['.net core', 'react', 'javascript']",self-taught,0,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,IT Consulting,"NPR 902,641–1,264,230",2025-08-03,2025-08-26,WFH
8235,Mobile Developer,Development,"Ilam, Gandaki Province, Nepal","['bootstrap', 'firebase', 'monolithic apps', 'next.js', 'postgresql', 'scala', 'scaling', 'security best practices', 'spring boot']","['scala', 'postgresql', 'spring boot']",bachelor of computer applications,13,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,Mobile Development,"NPR 1,285,666–1,900,482",2025-08-07,2025-09-05,Hybrid
8236,Full Stack Engineer,Development,"Janakpur, Gandaki Province, Nepal","['aws', 'fastapi', 'go', 'microservices', 'mongodb', 'next.js', 'rest apis', 'security best practices']","['fastapi', 'go', 'next.js']",master of science in it,7,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Web Development,"NPR 865,223–1,578,558",2025-08-02,2025-08-23,Hybrid
8237,Frontend Engineer,Mobile Apps,"Jumla, Lumbini Province, Nepal","['azure', 'ci/cd', 'digitalocean', 'flask', 'mongodb', 'mysql', 'next.js', 'performance tuning', 'react', 'rust', 'tdd']","['next.js', 'mysql', 'digitalocean']",master of technology,12,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,IT Consulting,"NPR 931,788–1,434,151",2025-08-05,2025-08-21,WFH
8238,DevOps Engineer,Development,"Pokhara, Gandaki Province, Nepal","['azure', 'ci/cd', 'graphql apis', 'mysql', 'node.js', 'rust', 'scala', 'svelte', 'typescript', 'unit testing']","['svelte', 'scala', 'typescript']",master of technology,14,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Mobile Development,"NPR 1,342,872–2,023,676",2025-08-08,2025-09-01,WFH
8239,Software Engineer,Development,"Ilam, Province No. 1, Nepal","['dynamodb', 'flask', 'graphql apis', 'heroku', 'javascript', 'performance tuning', 'react', 'sqlite', 'tailwind css', 'tdd']","['dynamodb', 'heroku', 'tailwind css']",master of science in it,6,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Web Development,"NPR 1,121,069–1,334,550",2025-08-09,2025-09-07,Onsite
8240,Data Scientist,Development,"Bara, Sudurpashchim Province, Nepal","['azure', 'firebase', 'go', 'jenkins', 'kotlin', 'microservices', 'monolithic apps', 'next.js', 'node.js', 'ruby', 'unit testing']","['firebase', 'ruby', 'next.js']",bachelor of engineering in computer engineering,12,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,IT Consulting,"NPR 1,332,619–1,711,324",2025-08-06,2025-09-03,Onsite
8241,QA Engineer,Development,"Mahendranagar, Madhesh Province, Nepal","['azure', 'ci/cd', 'digitalocean', 'laravel', 'monolithic apps', 'next.js', 'redis', 'ruby', 'scaling', 'sqlite']","['digitalocean', 'laravel', 'ruby']",bachelor of computer applications,3,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,SoftVision,Mobile Development,"NPR 1,328,479–1,595,908",2025-08-07,2025-09-06,WFH
8242,Product Engineer,Data Science,"Nepalgunj, Bagmati Province, Nepal","['angular', 'azure', 'digitalocean', 'firebase', 'mobx', 'performance tuning', 'ruby on rails', 'scaling', 'security best practices', 'tailwind css', 'typescript']","['firebase', 'typescript', 'ruby on rails']",bachelor of science in computer science,3,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Data Analytics,"NPR 1,416,031–1,883,062",2025-08-04,2025-08-19,WFH
8243,Data Scientist,Frontend Team,"Janakpur, Sudurpashchim Province, Nepal","['gcp', 'nuxt.js', 'rest apis', 'ruby', 'ruby on rails', 'security best practices', 'sqlite', 'swift', 'tdd', 'typescript']","['ruby on rails', 'swift', 'typescript']",master of science in it,3,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Software Services,"NPR 1,136,999–1,732,470",2025-08-02,2025-08-24,Hybrid
8244,Backend Engineer,Mobile Apps,"Itahari, Madhesh Province, Nepal","['ci/cd', 'express.js', 'graphql apis', 'heroku', 'javascript', 'react native', 'ruby on rails', 'sqlite', 'svelte', 'tailwind css', 'tdd']","['ruby on rails', 'tailwind css', 'svelte']",master of science in it,5,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Web Development,"NPR 868,794–1,539,969",2025-08-02,2025-08-29,WFH
8245,Full Stack Engineer,Development,"Biratnagar, Karnali Province, Nepal","['.net core', 'angular', 'c#', 'firebase', 'heroku', 'java', 'microservices', 'monolithic apps', 'prisma', 'sqlite', 'unit testing']","['firebase', 'java', 'prisma']",master of business administration (technology),9,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Web Development,"NPR 1,479,978–1,686,891",2025-08-03,2025-08-24,Onsite
8246,Engineering Manager,Mobile Apps,"Dang, Gandaki Province, Nepal","['ci/cd', 'elasticsearch', 'flask', 'heroku', 'monolithic apps', 'performance tuning', 'postgresql', 'ruby', 'scala', 'spring boot', 'tdd', 'vue']","['scala', 'ci/cd', 'vue']",master of science in it,6,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,TechNepal Ltd,Data Analytics,"NPR 1,081,806–1,585,661",2025-08-09,2025-08-27,Onsite
8247,Data Scientist,Frontend Team,"Bhaktapur, Madhesh Province, Nepal","['ansible', 'azure', 'ci/cd', 'fastapi', 'java', 'kotlin', 'nuxt.js', 'performance tuning', 'redis', 'unit testing']","['nuxt.js', 'kotlin', 'redis']",self-taught,3,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Web Development,"NPR 1,262,761–2,029,727",2025-08-01,2025-08-18,Onsite
